id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2518714218,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-110m2-aluguel-RS4400-id-2518714218/,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Bagé, 230 - Vila Mariana, São Paulo - SP",110,3 Quartos,2 Banheiros,1 Vaga,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 4.400 /mês,R$ 1.100,São Paulo,2021-05-11 17:55
2514507001,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardins-zona-oeste-sao-paulo-com-garagem-93m2-aluguel-RS8000-id-2514507001/,"Apartamento com 2 Quartos para Aluguel, 93m²","Alameda Campinas, 701 - Jardins, São Paulo - SP",93,2 Quartos,3 Banheiros,2 Vagas,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 8.000 /mês,R$ 1.300,São Paulo,2021-05-11 17:55
2517994582,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-36m2-aluguel-RS1700-id-2517994582/,"Apartamento com Quarto para Aluguel, 36m²","Rua Itararé - Cerqueira César, São Paulo - SP",36,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Varanda gourmet
Churrasqueira
Elevador",R$ 1.700 /mês,R$ 598,São Paulo,2021-05-11 17:55
2514968475,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-prudente-zona-leste-sao-paulo-com-garagem-80m2-aluguel-RS1900-id-2514968475/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Fidélis Papini, 786 - Vila Prudente, São Paulo - SP",80,2 Quartos,2 Banheiros,1 Vaga,"Academia
Churrasqueira
Jardim
Salão de festas
Quadra poliesportiva",R$ 1.900 /mês,R$ 798,São Paulo,2021-05-11 17:55
2509002086,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardins-zona-oeste-sao-paulo-com-garagem-140m2-aluguel-RS6000-id-2509002086/,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua Guarará, 77 - Jardins, São Paulo - SP",140,3 Quartos,3 Banheiros,2 Vagas,"Ar-condicionado
Elevador
Condomínio fechado
Jardim
Playground",R$ 6.000 /mês,R$ 1.600,São Paulo,2021-05-11 17:55
2517991473,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipiranga-zona-sul-sao-paulo-com-garagem-84m2-aluguel-RS3900-id-2517991473/,"Apartamento com 3 Quartos para Aluguel, 84m²","Rua Mil Oitocentos e Vinte e Dois, 1453 - Ipiranga, São Paulo - SP",84,3 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Piscina
Academia
Churrasqueira
Condomínio fechado",R$ 3.900 /mês,R$ 787,São Paulo,2021-05-11 17:55
2512663008,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-madalena-zona-oeste-sao-paulo-com-garagem-30m2-aluguel-RS3500-id-2512663008/,"Apartamento com Quarto para Aluguel, 30m²","Rua Fradique Coutinho, 980 - Vila Madalena, São Paulo - SP",30,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 3.500 /mês,,São Paulo,2021-05-11 17:55
2518591697,https://www.vivareal.com.br/imovel/apartamento-2-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-98m2-aluguel-RS2600-id-2518591697/,"Apartamento com 2 Quartos para Aluguel, 98m²","Rua Cardoso de Almeida, 170 - Perdizes, São Paulo - SP",98,2 Quartos,2 Banheiros,1 Vaga,"Aceita animais
Portaria 24h",R$ 2.600 /mês,R$ 1.000,São Paulo,2021-05-11 17:55
2517437488,https://www.vivareal.com.br/imovel/apartamento-1-quartos-itaim-bibi-zona-sul-sao-paulo-47m2-aluguel-RS2800-id-2517437488/,"Apartamento com Quarto para Aluguel, 47m²","Rua Leopoldo Couto Magalhães Júnior, 542 - Itaim Bibi, São Paulo - SP",47,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",R$ 2.800 /mês,R$ 830,São Paulo,2021-05-11 17:55
2517074981,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS2200-id-2517074981/,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Rio Grande, 392 - Vila Mariana, São Paulo - SP",70,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Aceita animais
Portaria 24h
Chuveiro a gás
Cozinha americana",R$ 2.200 /mês,R$ 1.150,São Paulo,2021-05-11 17:55
2518457221,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-andrade-zona-sul-sao-paulo-com-garagem-54m2-aluguel-RS1800-id-2518457221/,"Apartamento com 2 Quartos para Aluguel, 54m²","Rua Nelson Gama de Oliveira, 1366 - Vila Andrade, São Paulo - SP",54,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Varanda gourmet
Academia
Churrasqueira
Elevador",R$ 1.800 /mês,R$ 405,São Paulo,2021-05-11 17:55
2515878279,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-98m2-aluguel-RS8000-id-2515878279/,"Apartamento com 2 Quartos para Aluguel, 98m²","Rua Professor Vahia de Abreu, 41 - Vila Olímpia, São Paulo - SP",98,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",R$ 8.000 /mês,R$ 1.000,São Paulo,2021-05-11 17:55
2518566682,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-126m2-aluguel-RS3900-id-2518566682/,"Apartamento com 3 Quartos para Aluguel, 126m²","Rua Peixoto Gomide, 601 - Jardim Paulista, São Paulo - SP",126,3 Quartos,2 Banheiros,1 Vaga,"Condomínio fechado
Aceita animais
Portaria 24h
Portão eletrônico",R$ 3.900 /mês,R$ 1.640,São Paulo,2021-05-11 17:55
2504634448,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-27m2-aluguel-RS1414-id-2504634448/,"Apartamento com Quarto para Aluguel, 27m²","Avenida Roque Petroni Júnior, 1000 - Brooklin, São Paulo - SP",27,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 1.414 /mês,R$ 1.200,São Paulo,2021-05-11 17:55
2519041802,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-madalena-zona-oeste-sao-paulo-com-garagem-78m2-aluguel-RS2500-id-2519041802/,"Apartamento com 2 Quartos para Aluguel, 78m²","Rua João Moura, 2311 - Vila Madalena, São Paulo - SP",78,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Portaria 24h",R$ 2.500 /mês,R$ 761,São Paulo,2021-05-11 17:55
2509857721,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-30m2-aluguel-RS1980-id-2509857721/,"Apartamento com Quarto para Aluguel, 30m²","Rua Doutor Ivo Define Frasca, 21 - Vila Olímpia, São Paulo - SP",30,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 1.980 /mês,R$ 450,São Paulo,2021-05-11 17:55
2512992582,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-aluguel-RS3400-id-2512992582/,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Paim, 296 - Bela Vista, São Paulo - SP",50,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",R$ 3.400 /mês,R$ 520,São Paulo,2021-05-11 17:55
2514024874,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2514024874/,"Apartamento com Quarto para Aluguel, 43m²","Rua Doutor Alfredo Ellis, 210 - Bela Vista, São Paulo - SP",43,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Academia
Churrasqueira
Ar-condicionado
Elevador",R$ 2.200 /mês,R$ 630,São Paulo,2021-05-11 17:55
2519158088,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-87m2-aluguel-RS3500-id-2519158088/,"Apartamento com 2 Quartos para Aluguel, 87m²","Avenida Lins de Vasconcelos, 2805 - Vila Mariana, São Paulo - SP",87,2 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Elevador
Aceita animais
Salão de festas
Bicicletário",R$ 3.500 /mês,,São Paulo,2021-05-11 17:55
2515102182,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morumbi-zona-sul-sao-paulo-com-garagem-65m2-aluguel-RS4200-id-2515102182/,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Padre Lebret, 725 - Morumbi, São Paulo - SP",65,2 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 4.200 /mês,R$ 1.005,São Paulo,2021-05-11 17:55
2507295095,https://www.vivareal.com.br/imovel/apartamento-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-54m2-aluguel-RS2190-id-2507295095/,"Apartamento com Quarto para Aluguel, 54m²","Rua Doutor Renato Paes de Barros, 550 - Itaim Bibi, São Paulo - SP",54,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Ar-condicionado
Jardim
Portaria 24h",R$ 2.190 /mês,R$ 640,São Paulo,2021-05-11 17:55
2517368574,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-57m2-aluguel-RS4000-id-2517368574/,"Apartamento com Quarto para Aluguel, 57m²","Rua Quatá, 936 - Vila Olímpia, São Paulo - SP",57,1 Quarto,1 Banheiro,2 Vagas,"Mobiliado
Academia
Ar-condicionado
Elevador
Condomínio fechado",R$ 4.000 /mês,R$ 1.130,São Paulo,2021-05-11 17:55
2509731407,https://www.vivareal.com.br/imovel/apartamento-1-quartos-republica-centro-sao-paulo-20m2-aluguel-RS1180-id-2509731407/,"Apartamento com Quarto para Aluguel, 20m²","Rua Rego Freitas, 354 - República, São Paulo - SP",20,1 Quarto,1 Banheiro,-- Vaga,"Academia
Churrasqueira
Ar-condicionado
Elevador
Aceita animais",R$ 1.180 /mês,R$ 380,São Paulo,2021-05-11 17:55
2515032980,https://www.vivareal.com.br/imovel/apartamento-3-quartos-aclimacao-centro-sao-paulo-com-garagem-111m2-aluguel-RS7500-id-2515032980/,"Apartamento com 3 Quartos para Aluguel, 111m²","Rua Muniz de Sousa, 550 - Aclimação, São Paulo - SP",111,3 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 7.500 /mês,R$ 708,São Paulo,2021-05-11 17:55
2515267908,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-139m2-aluguel-RS7000-id-2515267908/,"Apartamento com 3 Quartos para Aluguel, 139m²","Rua Sarandi, 61 - Cerqueira César, São Paulo - SP",139,3 Quartos,4 Banheiros,2 Vagas,"Elevador
Condomínio fechado
Aceita animais
Jardim
Salão de festas",R$ 7.000 /mês,R$ 2.228,São Paulo,2021-05-11 17:55
2518189494,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cerqueira-cesar-centro-sao-paulo-140m2-aluguel-RS6000-id-2518189494/,"Apartamento com 2 Quartos para Aluguel, 140m²","Rua Haddock Lobo, 547 - Cerqueira César, São Paulo - SP",140,2 Quartos,3 Banheiros,-- Vaga,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 6.000 /mês,R$ 950,São Paulo,2021-05-11 17:55
2514151731,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-sao-jorge-zona-leste-sao-paulo-com-garagem-91m2-aluguel-RS2200-id-2514151731/,"Apartamento com 3 Quartos para Aluguel, 91m²","Estrada Velha da Penha - Parque São Jorge, São Paulo - SP",91,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 2.200 /mês,R$ 749,São Paulo,2021-05-11 17:55
2517601282,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cidade-moncoes-zona-sul-sao-paulo-42m2-aluguel-RS3600-id-2517601282/,"Apartamento com Quarto para Aluguel, 42m²","Rua Arizona, 250 - Cidade Monções, São Paulo - SP",42,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Piscina
Academia
Elevador
Condomínio fechado",R$ 3.600 /mês,R$ 446,São Paulo,2021-05-11 17:55
2514448477,https://www.vivareal.com.br/imovel/apartamento-2-quartos-higienopolis-centro-sao-paulo-62m2-aluguel-RS2111-id-2514448477/,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Dona Veridiana, 521 - Higienópolis, São Paulo - SP",62,2 Quartos,1 Banheiro,-- Vaga,"Elevador
Aceita animais
Bicicletário
Portaria 24h
Acesso para deficientes",R$ 2.111 /mês,R$ 689,São Paulo,2021-05-11 17:55
2513256381,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-100m2-aluguel-RS3600-id-2513256381/,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Pageú, 100 - Vila Mariana, São Paulo - SP",100,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Elevador
Aceita animais
Jardim
Playground",R$ 3.600 /mês,R$ 1.406,São Paulo,2021-05-11 17:55
2501841394,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-32m2-aluguel-RS700-id-2501841394/,"Apartamento com Quarto para Aluguel, 32m²","Rua Humaitá, 619 - Bela Vista, São Paulo - SP",32,1 Quarto,1 Banheiro,-- Vaga,"Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h",R$ 700 /mês,R$ 450,São Paulo,2021-05-11 17:55
2512102392,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-mooca-zona-leste-sao-paulo-com-garagem-140m2-aluguel-RS3000-id-2512102392/,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua França Carvalho, 137 - Alto da Mooca, São Paulo - SP",140,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",R$ 3.000 /mês,R$ 2.746,São Paulo,2021-05-11 17:55
2509696992,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardins-zona-oeste-sao-paulo-com-garagem-115m2-aluguel-RS6500-id-2509696992/,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua José Maria Lisboa, 514 - Jardins, São Paulo - SP",115,3 Quartos,3 Banheiros,2 Vagas,"Mobiliado
Elevador
Condomínio fechado
Aceita animais
Jardim",R$ 6.500 /mês,R$ 1.283,São Paulo,2021-05-11 17:55
2512982978,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-115m2-aluguel-RS2900-id-2512982978/,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua Pensilvânia, 240 - Brooklin, São Paulo - SP",115,3 Quartos,3 Banheiros,1 Vaga,"Academia
Elevador
Aceita animais
Jardim
Playground",R$ 2.900 /mês,R$ 946,São Paulo,2021-05-11 17:55
2513926674,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-regente-feijo-zona-leste-sao-paulo-com-garagem-55m2-aluguel-RS3300-id-2513926674/,"Apartamento com Quarto para Aluguel, 55m²","Avenida Vereador Abel Ferreira, 1650 - Vila Regente Feijó, São Paulo - SP",55,1 Quarto,1 Banheiro,2 Vagas,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.300 /mês,R$ 680,São Paulo,2021-05-11 17:55
2512202374,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campos-eliseos-centro-sao-paulo-109m2-aluguel-RS2100-id-2512202374/,"Apartamento com 2 Quartos para Aluguel, 109m²","Alameda Glete, 1047 - Campos Eliseos, São Paulo - SP",109,2 Quartos,2 Banheiros,-- Vaga,Aceita animais,R$ 2.100 /mês,R$ 490,São Paulo,2021-05-11 17:55
2517744815,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-38m2-aluguel-RS1850-id-2517744815/,"Apartamento com Quarto para Aluguel, 38m²","Avenida Paulista, 1745 - Bela Vista, São Paulo - SP",38,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Aceita animais
Jardim
Bicicletário
Portaria 24h",R$ 1.850 /mês,R$ 395,São Paulo,2021-05-11 17:56
2506907025,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cruzeiro-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS2950-id-2506907025/,"Apartamento com Quarto para Aluguel, 45m²","Rua Luís Correia de Melo, 92 - Vila Cruzeiro, São Paulo - SP",45,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Varanda
Academia
Churrasqueira",R$ 2.950 /mês,R$ 450,São Paulo,2021-05-11 17:56
2514428582,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-suzana-zona-oeste-sao-paulo-com-garagem-186m2-aluguel-RS7500-id-2514428582/,"Apartamento com 4 Quartos para Aluguel, 186m²","Rua Doutor Oscar Monteiro de Barros, 457 - Vila Suzana, São Paulo - SP",186,4 Quartos,4 Banheiros,3 Vagas,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",R$ 7.500 /mês,R$ 1.730,São Paulo,2021-05-11 17:56
2512285206,https://www.vivareal.com.br/imovel/apartamento-2-quartos-moema-zona-sul-sao-paulo-com-garagem-140m2-aluguel-RS6800-id-2512285206/,"Apartamento com 2 Quartos para Aluguel, 140m²","Avenida Divino Salvador - Moema, São Paulo - SP",140,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Academia
Churrasqueira
Elevador
Espaço gourmet",R$ 6.800 /mês,R$ 1.500,São Paulo,2021-05-11 17:56
2503509411,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-54m2-aluguel-RS1800-id-2503509411/,"Apartamento com Quarto para Aluguel, 54m²","Rua Doutor Plínio Barreto, 95 - Bela Vista, São Paulo - SP",54,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Portão eletrônico",R$ 1.800 /mês,R$ 463,São Paulo,2021-05-11 17:56
2518107144,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-dutra-zona-sul-sao-paulo-42m2-aluguel-RS1100-id-2518107144/,"Apartamento com 2 Quartos para Aluguel, 42m²","Avenida Lourenço Cabreira, 662 - Cidade Dutra, São Paulo - SP",42,2 Quartos,1 Banheiro,-- Vaga,Aceita animais,R$ 1.100 /mês,,São Paulo,2021-05-11 17:56
2518224703,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-aluguel-RS2500-id-2518224703/,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Doutor Plínio Barreto, 173 - Bela Vista, São Paulo - SP",50,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Academia
Churrasqueira
Elevador
Espaço gourmet",R$ 2.500 /mês,R$ 465,São Paulo,2021-05-11 17:56
2501374605,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-157m2-aluguel-RS19000-id-2501374605/,"Apartamento com 2 Quartos para Aluguel, 157m²","Rua Diogo Jácome - Vila Nova Conceição, São Paulo - SP",157,2 Quartos,3 Banheiros,3 Vagas,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 19.000 /mês,R$ 2.600,São Paulo,2021-05-11 17:56
2513806574,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pompeia-zona-oeste-sao-paulo-com-garagem-56m2-aluguel-RS2150-id-2513806574/,"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Barão do Bananal, 450 - Pompeia, São Paulo - SP",56,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Academia
Elevador
Aceita animais
Playground",R$ 2.150 /mês,R$ 750,São Paulo,2021-05-11 17:56
2517994275,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tucuruvi-zona-norte-sao-paulo-com-garagem-68m2-aluguel-RS1350-id-2517994275/,"Apartamento com 2 Quartos para Aluguel, 68m²","Avenida Nova Cantareira - Tucuruvi, São Paulo - SP",68,2 Quartos,1 Banheiro,1 Vaga,Portão eletrônico,R$ 1.350 /mês,R$ 230,São Paulo,2021-05-11 17:56
2515267855,https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-80m2-aluguel-RS2850-id-2515267855/,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Cristiano Viana, 505 - Pinheiros, São Paulo - SP",80,3 Quartos,2 Banheiros,1 Vaga,"Aceita animais
Jardim
Portaria 24h",R$ 2.850 /mês,R$ 862,São Paulo,2021-05-11 17:56
2513325384,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-47m2-aluguel-RS3000-id-2513325384/,"Apartamento com Quarto para Aluguel, 47m²","Rua Castilho, 155 - Brooklin, São Paulo - SP",47,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Varanda
Academia
Churrasqueira
Elevador",R$ 3.000 /mês,R$ 536,São Paulo,2021-05-11 17:56
2515944423,https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-53m2-aluguel-RS4300-id-2515944423/,"Apartamento com Quarto para Aluguel, 53m²","Rua Gabriele D'Annunzio, 624 - Campo Belo, São Paulo - SP",53,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 4.300 /mês,R$ 455,São Paulo,2021-05-11 17:56
2503947183,https://www.vivareal.com.br/imovel/apartamento-3-quartos-morumbi-zona-sul-sao-paulo-com-garagem-125m2-aluguel-RS2500-id-2503947183/,"Apartamento com 3 Quartos para Aluguel, 125m²","Rua Camillo Nader, 175 - Morumbi, São Paulo - SP",125,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 2.500 /mês,R$ 1.900,São Paulo,2021-05-11 17:56
2516600589,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-moncoes-zona-sul-sao-paulo-com-garagem-71m2-aluguel-RS3200-id-2516600589/,"Apartamento com 2 Quartos para Aluguel, 71m²","Avenida Padre Antônio José dos Santos, 313 - Cidade Monções, São Paulo - SP",71,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Academia
Elevador
Playground
Salão de festas",R$ 3.200 /mês,R$ 750,São Paulo,2021-05-11 17:56
2465532319,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-93m2-aluguel-RS2190-id-2465532319/,"Apartamento com 2 Quartos para Aluguel, 93m²","Rua Cubatão, 838 - Vila Mariana, São Paulo - SP",93,2 Quartos,1 Banheiro,1 Vaga,"Elevador
Condomínio fechado
Portaria 24h
Portão eletrônico",R$ 2.190 /mês,R$ 790,São Paulo,2021-05-11 17:56
2514721426,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardins-zona-oeste-sao-paulo-com-garagem-48m2-aluguel-RS4000-id-2514721426/,"Apartamento com Quarto para Aluguel, 48m²","Rua Guarará, 463 - Jardins, São Paulo - SP",48,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 4.000 /mês,,São Paulo,2021-05-11 17:56
2518429780,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardins-zona-oeste-sao-paulo-com-garagem-46m2-aluguel-RS3900-id-2518429780/,"Apartamento com Quarto para Aluguel, 46m²","Rua Melo Alves, 268 - Jardins, São Paulo - SP",46,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 3.900 /mês,R$ 780,São Paulo,2021-05-11 17:56
2517952794,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-aluguel-RS3650-id-2517952794/,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Martiniano de Carvalho, 1049 - Bela Vista, São Paulo - SP",50,2 Quartos,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Academia
Elevador
Condomínio fechado",R$ 3.650 /mês,R$ 800,São Paulo,2021-05-11 17:56
2509350877,https://www.vivareal.com.br/imovel/apartamento-2-quartos-chacara-santo-antonio-zona-sul-sao-paulo-80m2-aluguel-RS1700-id-2509350877/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Pedroso de Camargo, 256 - Chácara Santo Antônio, São Paulo - SP",80,2 Quartos,1 Banheiro,-- Vaga,Aceita animais,R$ 1.700 /mês,R$ 200,São Paulo,2021-05-11 17:56
2515962080,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-120m2-aluguel-RS4500-id-2515962080/,"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Indiana, 510 - Brooklin, São Paulo - SP",120,3 Quartos,3 Banheiros,2 Vagas,,R$ 4.500 /mês,,São Paulo,2021-05-11 17:56
2513946984,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-44m2-aluguel-RS1150-id-2513946984/,"Apartamento com Quarto para Aluguel, 44m²","Rua Maria Paula, 122 - Bela Vista, São Paulo - SP",44,1 Quarto,1 Banheiro,-- Vaga,"Ar-condicionado
Elevador
Portaria 24h",R$ 1.150 /mês,R$ 263,São Paulo,2021-05-11 17:56
2509452183,https://www.vivareal.com.br/imovel/apartamento-1-quartos-liberdade-centro-sao-paulo-56m2-aluguel-RS1400-id-2509452183/,"Apartamento com Quarto para Aluguel, 56m²","Rua Jaceguai, 87 - Liberdade, São Paulo - SP",56,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Aceita animais
Jardim
Bicicletário
Portão eletrônico",R$ 1.400 /mês,R$ 625,São Paulo,2021-05-11 17:56
2517925392,https://www.vivareal.com.br/imovel/apartamento-1-quartos-casa-verde-zona-norte-sao-paulo-com-garagem-49m2-aluguel-RS2200-id-2517925392/,"Apartamento com Quarto para Aluguel, 49m²","Rua Desembargador Euclides da Silveira - Casa Verde, São Paulo - SP",49,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Varanda gourmet
Academia
Ar-condicionado",R$ 2.200 /mês,R$ 456,São Paulo,2021-05-11 17:56
2513154796,https://www.vivareal.com.br/imovel/apartamento-1-quartos-sacoma-zona-sul-sao-paulo-com-garagem-39m2-aluguel-RS2500-id-2513154796/,"Apartamento com Quarto para Aluguel, 39m²","Rua Lino Coutinho, 1940 - Sacomã, São Paulo - SP",39,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 2.500 /mês,R$ 483,São Paulo,2021-05-11 17:56
2501485102,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-56m2-aluguel-RS2250-id-2501485102/,"Apartamento com Quarto para Aluguel, 56m²","Rua Júlio Diniz, 145 - Vila Olímpia, São Paulo - SP",56,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 2.250 /mês,R$ 753,São Paulo,2021-05-11 17:56
