,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
902,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Ouvidor Peleja, 792 - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  200   m²  , Vila Mariana,"Rua Ouvidor Peleja, 792"
903,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua José Zappi - Vila Prudente, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  283   m²  , Vila Prudente,Rua José Zappi
904,   R$ 2.300 /Mês  ,  4   Quartos  ,"Rua Eduardo Ferreira Franca, 259 - Água Funda, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  100   m²  , Água Funda,"Rua Eduardo Ferreira Franca, 259"
905,   R$ 3.850 /Mês    R$ 899.000   ,  2   Quartos  ,"Vila Clementino, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  92   m²  , SP,"Vila Clementino, São Paulo"
906,   R$ 9.000 /Mês  ,  3   Quartos  ,"Rua Leonardo Nardez - Vila Nova Conceição, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  221   m²  , Vila Nova Conceição,Rua Leonardo Nardez
907,   R$ 7.000 /Mês  ,  3   Quartos  ,"Rua Pariquera-Açu, 78 - Indianópolis, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  230   m²  , Indianópolis,"Rua Pariquera-Açu, 78"
908,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua República do Iraque, 88 - Brooklin Paulista, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  120   m²  , Brooklin Paulista,"Rua República do Iraque, 88"
909,   R$ 9.000 /Mês    R$ 1.700.000   ,  4   Quartos  ,"Lar São Paulo, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  512   m²  , SP,"Lar São Paulo, São Paulo"
910,   R$ 1.450 /Mês  ,  1   Quarto  ,"Rua Alfaia - Alto da Lapa, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Alto da Lapa,Rua Alfaia
911,   R$ 45.000 /Mês    R$ 8.900.000   ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  554   m²  , SP,"Jardim Europa, São Paulo"
912,   R$ 16.000 /Mês  ,  3   Quartos  ,"Rua Turquia - Jardim Europa, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  260   m²  , Jardim Europa,Rua Turquia
913,   R$ 1.200 /Mês  ,  2   Quartos  ,"Rua Cavalieri, 55 - Quarta Parada, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Quarta Parada,"Rua Cavalieri, 55"
914,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  325   m²  , Chácara Inglesa,"Rua Rondinha, 101"
915,   R$ 80.000 /Mês    R$ 33.800.000   ,  6   Quartos  ,"Retiro Morumbi, São Paulo - SP",  10   Banheiros  ,  11   Vagas  ,  1700   m²  , SP,"Retiro Morumbi, São Paulo"
916,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua Barretos, 363 - Alto da Mooca, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Alto da Mooca,"Rua Barretos, 363"
917,   R$ 1.100 /Mês  ,  2   Quartos  ,"Rua Joaquim Oliveira Freitas, 508 - Vila Mangalot, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Vila Mangalot,"Rua Joaquim Oliveira Freitas, 508"
918,   R$ 1.600 /Mês  ,  2   Quartos  ,"Vila São Francisco (Zona Leste), São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  137   m²  , SP,"Vila São Francisco (Zona Leste), São Paulo"
919,   R$ 9.000 /Mês  ,  3   Quartos  ,"Rua Sader Macul - Itaim Bibi, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  150   m²  , Itaim Bibi,Rua Sader Macul
920,   R$ 15.000 /Mês  ,  10   Quartos  ,"Avenida Lineu de Paula Machado, 1054 - Jardim Everest, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  600   m²  , Jardim Everest,"Avenida Lineu de Paula Machado, 1054"
921,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Capote Valente, 697 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  90   m²  , Pinheiros,"Rua Capote Valente, 697"
922,   R$ 8.500 /Mês  ,  3   Quartos  ,"Alameda Uananá - Planalto Paulista, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  200   m²  , Planalto Paulista,Alameda Uananá
923,   R$ 5.500 /Mês  ,  3   Quartos  ,"Rua João Lourenço, 763 - Vila Nova Conceição, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Vila Nova Conceição,"Rua João Lourenço, 763"
924,   R$ 990 /Mês  ,  1   Quarto  ,"Rua Chico Pontes, 184 - Carandiru, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  24   m²  , Carandiru,"Rua Chico Pontes, 184"
925,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Castro Alves, 279 - Aclimação, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  60   m²  , Aclimação,"Rua Castro Alves, 279"
926,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Santa Crescência, 85 - Ferreira, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  65   m²  , Ferreira,"Rua Santa Crescência, 85"
927,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua Itararé - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Bela Vista,Rua Itararé
928,   R$ 5.300 /Mês  ,  3   Quartos  ,"Rua Alves Guimarães - Pinheiros, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  116   m²  , Pinheiros,Rua Alves Guimarães
929,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Raul Pompéia, 745 - Vila Pompéia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  81   m²  , Vila Pompéia,"Rua Raul Pompéia, 745"
930,   R$ 2.300 /Mês  ,  1   Quarto  ,"Praça da República, 401 - República, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , República,"Praça da República, 401"
931,   R$ 2.750 /Mês  ,  2   Quartos  ,"Rua Maestro Cardim, 1211 - Bela Vista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Bela Vista,"Rua Maestro Cardim, 1211"
932,   R$ 3.000 /Mês    R$ 650.000   ,  1   Quarto  ,"Avenida Angélica - Santa Cecília, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Santa Cecília,Avenida Angélica
933,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Doutor Seng, 152 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  36   m²  , Bela Vista,"Rua Doutor Seng, 152"
934,   R$ 3.100 /Mês  ,  3   Quartos  ,"Rua Cristiano Viana, 505 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Cerqueira César,"Rua Cristiano Viana, 505"
935,   R$ 4.000 /Mês  ,  1   Quarto  ,"Rua Nova York, 245 - Brooklin Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Brooklin Paulista,"Rua Nova York, 245"
936,   R$ 55.000 /Mês    R$ 23.000.000   ,  4   Quartos  ,"Rua Inhambú - Vila Uberabinha, São Paulo - SP",  6   Banheiros  ,  5   Vagas  ,  403   m²  , Vila Uberabinha,Rua Inhambú
937,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Luís Góis, 2172 - Mirandópolis, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Mirandópolis,"Rua Luís Góis, 2172"
938,   R$ 1.100 /Mês  ,  2   Quartos  ,"Avenida do Oratório, 5923 - Jardim Ângela (Zona Leste), São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  122   m²  , Jardim Ângela (Zona Leste),"Avenida do Oratório, 5923"
939,   R$ 6.000 /Mês  ,  3   Quartos  ,"Rua Guarará, 77 - Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  140   m²  , Jardim Paulista,"Rua Guarará, 77"
940,   R$ 1.900 /Mês  ,  2   Quartos  ,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Vila Madalena,"Rua João Miguel Jarra, 298"
941,   R$ 1.700 /Mês  ,  2   Quartos  ,"Avenida Santa Catarina, 1531 - Vila Mascote, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  54   m²  , Vila Mascote,"Avenida Santa Catarina, 1531"
942,   R$ 1.750 /Mês  ,  1   Quarto  ,"Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , SP,"Bela Vista, São Paulo"
943,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua Tamandaré, 464 - Liberdade, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  46   m²  , Liberdade,"Rua Tamandaré, 464"
944,   R$ 4.200 /Mês    R$ 770.000   ,  1   Quarto  ,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Cidade Monções,"Rua George Ohm, 330"
945,   R$ 2.002 /Mês  ,  1   Quarto  ,"Rua Brás Cardoso, , 654 - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Nova Conceição,"Rua Brás Cardoso, , 654"
946,   R$ 2.400 /Mês  ,  1   Quarto  ,"Rua Antônio de Macedo Soares, 878 - Campo Belo, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Campo Belo,"Rua Antônio de Macedo Soares, 878"
947,   R$ 3.000 /Mês  ,  2   Quartos  ,"Rua São Venceslau, 243 - Vila Guarani (Z Sul), São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  56   m²  , Vila Guarani (Z Sul),"Rua São Venceslau, 243"
948,   R$ 6.800 /Mês  ,  3   Quartos  ,"Rua Canário, 1200 - Moema, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  130   m²  , Moema,"Rua Canário, 1200"
949,   R$ 3.250 /Mês  ,  3   Quartos  ,"Rua Treze de Maio, 1838 - Bela Vista, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  116   m²  , Bela Vista,"Rua Treze de Maio, 1838"
950,   R$ 2.500 /Mês    R$ 650.000   ,  1   Quarto  ,"Rua Turiassu - Perdizes, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  66   m²  , Perdizes,Rua Turiassu
951,   R$ 8.500 /Mês  ,  3   Quartos  ,"Rua Professor José Leite e Oiticica, 240 - Vila Gertrudes, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  150   m²  , Vila Gertrudes,"Rua Professor José Leite e Oiticica, 240"
952,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Ática, 420 - Jardim Brasil (Zona Sul), São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Jardim Brasil (Zona Sul),"Rua Ática, 420"
953,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Camillo Nader, 175 - Vila Morumbi, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  125   m²  , Vila Morumbi,"Rua Camillo Nader, 175"
954,   R$ 2.950 /Mês  ,  1   Quarto  ,"Rua Tucuna, 824 - Perdizes, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Perdizes,"Rua Tucuna, 824"
955,   R$ 3.000 /Mês  ,  3   Quartos  ,"Avenida Mascote - Vila Mascote, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  90   m²  , Vila Mascote,Avenida Mascote
956,   R$ 3.000 /Mês    R$ 890.000   ,  3   Quartos  ,"Rua Artur de Azevedo - Cerqueira César, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  120   m²  , Cerqueira César,Rua Artur de Azevedo
957,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alameda dos Arapanés, 628 - Moema, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  198   m²  , Moema,"Alameda dos Arapanés, 628"
958,   R$ 3.300 /Mês  ,  2   Quartos  ,"Avenida Moaci - Planalto Paulista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Planalto Paulista,Avenida Moaci
959,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
960,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Fortaleza, 186 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  86   m²  , Bela Vista,"Rua Fortaleza, 186"
961,   R$ 990 /Mês  ,  1   Quarto  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , SP,"Vila Palmeiras, São Paulo"
962,   R$ 11.000 /Mês    R$ 2.600.000   ,  4   Quartos  ,"Rua Fonseca da Costa - Bosque da Saúde, São Paulo - SP",  6   Banheiros  ,  12   Vagas  ,  650   m²  , Bosque da Saúde,Rua Fonseca da Costa
963,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Ouvidor Peleja, 792 - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  200   m²  , Vila Mariana,"Rua Ouvidor Peleja, 792"
964,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Japão,"Rua Soldado João Rodrigues, 112"
965,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Vila da Saúde,"Rua Artur Thiré, 1085"
966,   R$ 1.096 /Mês  ,  1   Quarto  ,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Real Parque,"Rua Barão de Melgaço, 29"
967,   R$ 1.600 /Mês  ,  2   Quartos  ,"Vila São Francisco (Zona Leste), São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  137   m²  , SP,"Vila São Francisco (Zona Leste), São Paulo"
968,   R$ 1.300 /Mês  ,  2   Quartos  ,"Vila Iório, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  70   m²  , SP,"Vila Iório, São Paulo"
969,   R$ 4.500 /Mês    R$ 1.399.990   ,  4   Quartos  ,"Rua Aguaraíba, 159 - Vila Anhangüera, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  300   m²  , Vila Anhangüera,"Rua Aguaraíba, 159"
970,   R$ 11.500 /Mês  ,  3   Quartos  ,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  213   m²  , Vila Nova Conceição,Rua Professor Filadelfo Azevedo
971,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  325   m²  , Chácara Inglesa,"Rua Rondinha, 101"
972,   R$ 4.500 /Mês  ,  3   Quartos  ,"Rua Mourato Coelho - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  215   m²  , Pinheiros,Rua Mourato Coelho
973,   R$ 20.000 /Mês  ,  4   Quartos  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  650   m²  , Jardim das Bandeiras,Rua Simpatia
974,   R$ 9.000 /Mês  ,  4   Quartos  ,"Mooca, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  608   m²  , SP,"Mooca, São Paulo"
975,   R$ 9.000 /Mês  ,  2   Quartos  ,"Rua São Paulino, 9 - Vila Mariana, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  247   m²  , Vila Mariana,"Rua São Paulino, 9"
976,   R$ 90.000 /Mês    R$ 20.000.000   ,  5   Quartos  ,"Retiro Morumbi, São Paulo - SP",  11   Banheiros  ,  30   Vagas  ,  2000   m²  , SP,"Retiro Morumbi, São Paulo"
977,   R$ 60.000 /Mês    R$ 14.000.000   ,  4   Quartos  ,"Rua Professor Luiz Oliani - Morumbi, São Paulo - SP",  9   Banheiros  ,  18   Vagas  ,  1100   m²  , Morumbi,Rua Professor Luiz Oliani
978,   R$ 38.000 /Mês    R$ 5.000.000   ,  4   Quartos  ,"Jardim Morumbi, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  1000   m²  , SP,"Jardim Morumbi, São Paulo"
979,   R$ 2.600 /Mês  ,  1   Quarto  ,"Rua Bruno Simoni, 170 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  85   m²  , Pinheiros,"Rua Bruno Simoni, 170"
980,   R$ 3.000 /Mês    R$ 397.000   ,  5   Quartos  ,"Rua César Pena Ramos, 1744 - Vila Santa Maria, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  165   m²  , Vila Santa Maria,"Rua César Pena Ramos, 1744"
981,   R$ 20.000 /Mês    R$ 4.500.000   ,  5   Quartos  ,"Rua Capitão Garcindo - Pacaembu, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  434   m²  , Pacaembu,Rua Capitão Garcindo
982,   R$ 10.000 /Mês  ,  3   Quartos  ,"Rua Ubiracica - Boaçava, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  350   m²  , Boaçava,Rua Ubiracica
983,   R$ 8.726 /Mês    R$ 1.399.000   ,  3   Quartos  ,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Pinheiros,"Rua Galeno de Almeida, 309"
984,   R$ 5.500 /Mês    R$ 820.000   ,  3   Quartos  ,"Rua Francisco Olandim, 267 - São João Clímaco, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  212   m²  , São João Clímaco,"Rua Francisco Olandim, 267"
985,   R$ 1.450 /Mês  ,  1   Quarto  ,"Rua Alfaia - Alto da Lapa, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Alto da Lapa,Rua Alfaia
986,   R$ 13.000 /Mês    R$ 3.600.000   ,  3   Quartos  ,"Rua Inglaterra - Jardim Europa, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  200   m²  , Jardim Europa,Rua Inglaterra
987,   R$ 15.000 /Mês  ,  10   Quartos  ,"Avenida Lineu de Paula Machado, 1054 - Jardim Everest, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  600   m²  , Jardim Everest,"Avenida Lineu de Paula Machado, 1054"
988,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Professor Tranquilli - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  50   m²  , Vila Mariana,Rua Professor Tranquilli
989,   R$ 18.000 /Mês    R$ 4.240.000   ,  6   Quartos  ,"Rua Bernardino Machado, 321 - Granja Julieta, São Paulo - SP",  7   Banheiros  ,  4   Vagas  ,  800   m²  , Granja Julieta,"Rua Bernardino Machado, 321"
990,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Comendador Sousa - Água Branca, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  80   m²  , Água Branca,Rua Comendador Sousa
991,   R$ 8.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Maria Luísa de Pinho - Parque da Mooca, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  520   m²  , Parque da Mooca,Rua Maria Luísa de Pinho
992,   R$ 9.000 /Mês  ,  3   Quartos  ,"Rua Leonardo Nardez - Vila Nova Conceição, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  221   m²  , Vila Nova Conceição,Rua Leonardo Nardez
993,   R$ 6.000 /Mês  ,  4   Quartos  ,"Rua Ferreira de Araújo - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  200   m²  , Pinheiros,Rua Ferreira de Araújo
994,   R$ 1.500 /Mês  ,  2   Quartos  ,"Vila Ede, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  80   m²  , SP,"Vila Ede, São Paulo"
0,   R$ 5.500 /Mês  ,  3   Quartos  ,"Rua João Lourenço, 763 - Vila Nova Conceição, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Vila Nova Conceição,"Rua João Lourenço, 763"
1,   R$ 990 /Mês  ,  1   Quarto  ,"Rua Chico Pontes, 184 - Carandiru, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  24   m²  , Carandiru,"Rua Chico Pontes, 184"
2,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Castro Alves, 279 - Aclimação, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  60   m²  , Aclimação,"Rua Castro Alves, 279"
3,   R$ 1.150 /Mês  ,  --   Quarto  ,"Alameda Olga, 422 - Barra Funda, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  37   m²  , Barra Funda,"Alameda Olga, 422"
4,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Santa Crescência, 85 - Ferreira, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  65   m²  , Ferreira,"Rua Santa Crescência, 85"
5,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua Itararé - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Bela Vista,Rua Itararé
6,   R$ 1.500 /Mês  ,  --   Quarto  ,"Rua Joaquim Antunes, 767 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  42   m²  , Pinheiros,"Rua Joaquim Antunes, 767"
7,   R$ 5.300 /Mês  ,  3   Quartos  ,"Rua Alves Guimarães - Pinheiros, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  116   m²  , Pinheiros,Rua Alves Guimarães
8,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Raul Pompéia, 745 - Vila Pompéia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  81   m²  , Vila Pompéia,"Rua Raul Pompéia, 745"
9,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
10,   R$ 2.300 /Mês  ,  1   Quarto  ,"Praça da República, 401 - República, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , República,"Praça da República, 401"
11,   R$ 2.750 /Mês  ,  2   Quartos  ,"Rua Maestro Cardim, 1211 - Bela Vista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Bela Vista,"Rua Maestro Cardim, 1211"
12,   R$ 3.000 /Mês    R$ 650.000   ,  1   Quarto  ,"Avenida Angélica - Santa Cecília, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Santa Cecília,Avenida Angélica
13,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Doutor Seng, 152 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  36   m²  , Bela Vista,"Rua Doutor Seng, 152"
14,   R$ 25.000 /Mês  ,  --   Quarto  ,"Rua Santa Cruz, 1168 - Vila Mariana, São Paulo - SP",  10   Banheiros  ,  20   Vagas  ,  500   m²  , Vila Mariana,"Rua Santa Cruz, 1168"
15,   R$ 3.100 /Mês  ,  3   Quartos  ,"Rua Cristiano Viana, 505 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Cerqueira César,"Rua Cristiano Viana, 505"
16,   R$ 4.000 /Mês  ,  1   Quarto  ,"Rua Nova York, 245 - Brooklin Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Brooklin Paulista,"Rua Nova York, 245"
17,   R$ 55.000 /Mês    R$ 23.000.000   ,  4   Quartos  ,"Rua Inhambú - Vila Uberabinha, São Paulo - SP",  6   Banheiros  ,  5   Vagas  ,  403   m²  , Vila Uberabinha,Rua Inhambú
18,   R$ 1.200 /Mês  ,  1   Quarto  ,"Rua Luís Góis, 2172 - Mirandópolis, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Mirandópolis,"Rua Luís Góis, 2172"
19,   R$ 1.100 /Mês  ,  2   Quartos  ,"Avenida do Oratório, 5923 - Jardim Ângela (Zona Leste), São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  122   m²  , Jardim Ângela (Zona Leste),"Avenida do Oratório, 5923"
20,   R$ 6.000 /Mês  ,  3   Quartos  ,"Rua Guarará, 77 - Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  140   m²  , Jardim Paulista,"Rua Guarará, 77"
21,   R$ 1.000 /Mês  ,  --   Quarto  ,"Rua Coriolano, 1926 - Vila Romana, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Vila Romana,"Rua Coriolano, 1926"
22,   R$ 1.900 /Mês  ,  2   Quartos  ,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Vila Madalena,"Rua João Miguel Jarra, 298"
23,   R$ 1.700 /Mês  ,  2   Quartos  ,"Avenida Santa Catarina, 1531 - Vila Mascote, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  54   m²  , Vila Mascote,"Avenida Santa Catarina, 1531"
24,   R$ 5.800 /Mês  ,  --   Quarto  ,"Rua Barra do Tibaji, 235 - Bom Retiro, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  240   m²  , Bom Retiro,"Rua Barra do Tibaji, 235"
25,   R$ 1.750 /Mês  ,  1   Quarto  ,"Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , SP,"Bela Vista, São Paulo"
26,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua Tamandaré, 464 - Liberdade, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  46   m²  , Liberdade,"Rua Tamandaré, 464"
27,   R$ 6.500 /Mês  ,  5   Quartos  ,"Rua Simão Álvares, 526 - Pinheiros, São Paulo - SP",  4   Banheiros  ,  1   Vaga  ,  120   m²  , Pinheiros,"Rua Simão Álvares, 526"
28,   R$ 4.200 /Mês    R$ 770.000   ,  1   Quarto  ,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Cidade Monções,"Rua George Ohm, 330"
29,   R$ 2.002 /Mês  ,  1   Quarto  ,"Rua Brás Cardoso, , 654 - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Nova Conceição,"Rua Brás Cardoso, , 654"
30,   R$ 8.500 /Mês  ,  --   Quarto  ,"Rua Pais Leme, 524 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  7   Vagas  ,  150   m²  , Pinheiros,"Rua Pais Leme, 524"
31,   R$ 2.400 /Mês  ,  1   Quarto  ,"Rua Antônio de Macedo Soares, 878 - Campo Belo, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Campo Belo,"Rua Antônio de Macedo Soares, 878"
