,id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at,neighborhood
0,2518714218,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-110m2-aluguel-RS4400-id-2518714218/,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Bagé, 230 - Vila Mariana, São Paulo - SP",110,3,2,1,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",4400,1100,São Paulo,2021-05-11 17:55, Vila Mariana
1,2514507001,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardins-zona-oeste-sao-paulo-com-garagem-93m2-aluguel-RS8000-id-2514507001/,"Apartamento com 2 Quartos para Aluguel, 93m²","Alameda Campinas, 701 - Jardins, São Paulo - SP",93,2,3,2,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",8000,1300,São Paulo,2021-05-11 17:55, Jardins
2,2517994582,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-36m2-aluguel-RS1700-id-2517994582/,"Apartamento com Quarto para Aluguel, 36m²","Rua Itararé - Cerqueira César, São Paulo - SP",36,1,1,1,"Mobiliado
Piscina
Varanda gourmet
Churrasqueira
Elevador",1700,598,São Paulo,2021-05-11 17:55, Cerqueira César
3,2514968475,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-prudente-zona-leste-sao-paulo-com-garagem-80m2-aluguel-RS1900-id-2514968475/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Fidélis Papini, 786 - Vila Prudente, São Paulo - SP",80,2,2,1,"Academia
Churrasqueira
Jardim
Salão de festas
Quadra poliesportiva",1900,798,São Paulo,2021-05-11 17:55, Vila Prudente
4,2509002086,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardins-zona-oeste-sao-paulo-com-garagem-140m2-aluguel-RS6000-id-2509002086/,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua Guarará, 77 - Jardins, São Paulo - SP",140,3,3,2,"Ar-condicionado
Elevador
Condomínio fechado
Jardim
Playground",6000,1600,São Paulo,2021-05-11 17:55, Jardins
5,2517991473,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipiranga-zona-sul-sao-paulo-com-garagem-84m2-aluguel-RS3900-id-2517991473/,"Apartamento com 3 Quartos para Aluguel, 84m²","Rua Mil Oitocentos e Vinte e Dois, 1453 - Ipiranga, São Paulo - SP",84,3,2,2,"Mobiliado
Piscina
Academia
Churrasqueira
Condomínio fechado",3900,787,São Paulo,2021-05-11 17:55, Ipiranga
6,2512663008,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-madalena-zona-oeste-sao-paulo-com-garagem-30m2-aluguel-RS3500-id-2512663008/,"Apartamento com Quarto para Aluguel, 30m²","Rua Fradique Coutinho, 980 - Vila Madalena, São Paulo - SP",30,1,1,1,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",3500,,São Paulo,2021-05-11 17:55, Vila Madalena
7,2518591697,https://www.vivareal.com.br/imovel/apartamento-2-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-98m2-aluguel-RS2600-id-2518591697/,"Apartamento com 2 Quartos para Aluguel, 98m²","Rua Cardoso de Almeida, 170 - Perdizes, São Paulo - SP",98,2,2,1,"Aceita animais
Portaria 24h",2600,1000,São Paulo,2021-05-11 17:55, Perdizes
8,2517437488,https://www.vivareal.com.br/imovel/apartamento-1-quartos-itaim-bibi-zona-sul-sao-paulo-47m2-aluguel-RS2800-id-2517437488/,"Apartamento com Quarto para Aluguel, 47m²","Rua Leopoldo Couto Magalhães Júnior, 542 - Itaim Bibi, São Paulo - SP",47,1,1,--,"Piscina
Academia
Elevador
Condomínio fechado
Aceita animais",2800,830,São Paulo,2021-05-11 17:55, Itaim Bibi
9,2517074981,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS2200-id-2517074981/,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Rio Grande, 392 - Vila Mariana, São Paulo - SP",70,2,2,1,"Elevador
Aceita animais
Portaria 24h
Chuveiro a gás
Cozinha americana",2200,1150,São Paulo,2021-05-11 17:55, Vila Mariana
10,2518457221,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-andrade-zona-sul-sao-paulo-com-garagem-54m2-aluguel-RS1800-id-2518457221/,"Apartamento com 2 Quartos para Aluguel, 54m²","Rua Nelson Gama de Oliveira, 1366 - Vila Andrade, São Paulo - SP",54,2,1,1,"Piscina
Varanda gourmet
Academia
Churrasqueira
Elevador",1800,405,São Paulo,2021-05-11 17:55, Vila Andrade
11,2515878279,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-98m2-aluguel-RS8000-id-2515878279/,"Apartamento com 2 Quartos para Aluguel, 98m²","Rua Professor Vahia de Abreu, 41 - Vila Olímpia, São Paulo - SP",98,2,3,2,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",8000,1000,São Paulo,2021-05-11 17:55, Vila Olímpia
12,2518566682,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-126m2-aluguel-RS3900-id-2518566682/,"Apartamento com 3 Quartos para Aluguel, 126m²","Rua Peixoto Gomide, 601 - Jardim Paulista, São Paulo - SP",126,3,2,1,"Condomínio fechado
Aceita animais
Portaria 24h
Portão eletrônico",3900,1640,São Paulo,2021-05-11 17:55, Jardim Paulista
13,2504634448,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-27m2-aluguel-RS1414-id-2504634448/,"Apartamento com Quarto para Aluguel, 27m²","Avenida Roque Petroni Júnior, 1000 - Brooklin, São Paulo - SP",27,1,1,--,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",1414,1200,São Paulo,2021-05-11 17:55, Brooklin
14,2519041802,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-madalena-zona-oeste-sao-paulo-com-garagem-78m2-aluguel-RS2500-id-2519041802/,"Apartamento com 2 Quartos para Aluguel, 78m²","Rua João Moura, 2311 - Vila Madalena, São Paulo - SP",78,2,2,1,"Elevador
Portaria 24h",2500,761,São Paulo,2021-05-11 17:55, Vila Madalena
15,2509857721,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-30m2-aluguel-RS1980-id-2509857721/,"Apartamento com Quarto para Aluguel, 30m²","Rua Doutor Ivo Define Frasca, 21 - Vila Olímpia, São Paulo - SP",30,1,1,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",1980,450,São Paulo,2021-05-11 17:55, Vila Olímpia
16,2512992582,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-aluguel-RS3400-id-2512992582/,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Paim, 296 - Bela Vista, São Paulo - SP",50,2,2,1,"Mobiliado
Piscina
Academia
Churrasqueira
Elevador",3400,520,São Paulo,2021-05-11 17:55, Bela Vista
17,2514024874,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-43m2-aluguel-RS2200-id-2514024874/,"Apartamento com Quarto para Aluguel, 43m²","Rua Doutor Alfredo Ellis, 210 - Bela Vista, São Paulo - SP",43,1,2,1,"Piscina
Academia
Churrasqueira
Ar-condicionado
Elevador",2200,630,São Paulo,2021-05-11 17:55, Bela Vista
18,2519158088,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-87m2-aluguel-RS3500-id-2519158088/,"Apartamento com 2 Quartos para Aluguel, 87m²","Avenida Lins de Vasconcelos, 2805 - Vila Mariana, São Paulo - SP",87,2,2,1,"Churrasqueira
Elevador
Aceita animais
Salão de festas
Bicicletário",3500,,São Paulo,2021-05-11 17:55, Vila Mariana
19,2515102182,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morumbi-zona-sul-sao-paulo-com-garagem-65m2-aluguel-RS4200-id-2515102182/,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Padre Lebret, 725 - Morumbi, São Paulo - SP",65,2,2,2,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",4200,1005,São Paulo,2021-05-11 17:55, Morumbi
20,2507295095,https://www.vivareal.com.br/imovel/apartamento-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-54m2-aluguel-RS2190-id-2507295095/,"Apartamento com Quarto para Aluguel, 54m²","Rua Doutor Renato Paes de Barros, 550 - Itaim Bibi, São Paulo - SP",54,1,1,1,"Mobiliado
Ar-condicionado
Jardim
Portaria 24h",2190,640,São Paulo,2021-05-11 17:55, Itaim Bibi
21,2517368574,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-57m2-aluguel-RS4000-id-2517368574/,"Apartamento com Quarto para Aluguel, 57m²","Rua Quatá, 936 - Vila Olímpia, São Paulo - SP",57,1,1,2,"Mobiliado
Academia
Ar-condicionado
Elevador
Condomínio fechado",4000,1130,São Paulo,2021-05-11 17:55, Vila Olímpia
22,2509731407,https://www.vivareal.com.br/imovel/apartamento-1-quartos-republica-centro-sao-paulo-20m2-aluguel-RS1180-id-2509731407/,"Apartamento com Quarto para Aluguel, 20m²","Rua Rego Freitas, 354 - República, São Paulo - SP",20,1,1,--,"Academia
Churrasqueira
Ar-condicionado
Elevador
Aceita animais",1180,380,São Paulo,2021-05-11 17:55, República
23,2515032980,https://www.vivareal.com.br/imovel/apartamento-3-quartos-aclimacao-centro-sao-paulo-com-garagem-111m2-aluguel-RS7500-id-2515032980/,"Apartamento com 3 Quartos para Aluguel, 111m²","Rua Muniz de Sousa, 550 - Aclimação, São Paulo - SP",111,3,2,2,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",7500,708,São Paulo,2021-05-11 17:55, Aclimação
24,2515267908,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-139m2-aluguel-RS7000-id-2515267908/,"Apartamento com 3 Quartos para Aluguel, 139m²","Rua Sarandi, 61 - Cerqueira César, São Paulo - SP",139,3,4,2,"Elevador
Condomínio fechado
Aceita animais
Jardim
Salão de festas",7000,2228,São Paulo,2021-05-11 17:55, Cerqueira César
25,2518189494,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cerqueira-cesar-centro-sao-paulo-140m2-aluguel-RS6000-id-2518189494/,"Apartamento com 2 Quartos para Aluguel, 140m²","Rua Haddock Lobo, 547 - Cerqueira César, São Paulo - SP",140,2,3,--,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",6000,950,São Paulo,2021-05-11 17:55, Cerqueira César
26,2514151731,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-sao-jorge-zona-leste-sao-paulo-com-garagem-91m2-aluguel-RS2200-id-2514151731/,"Apartamento com 3 Quartos para Aluguel, 91m²","Estrada Velha da Penha - Parque São Jorge, São Paulo - SP",91,3,2,2,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",2200,749,São Paulo,2021-05-11 17:55, Parque São Jorge
27,2517601282,https://www.vivareal.com.br/imovel/apartamento-1-quartos-cidade-moncoes-zona-sul-sao-paulo-42m2-aluguel-RS3600-id-2517601282/,"Apartamento com Quarto para Aluguel, 42m²","Rua Arizona, 250 - Cidade Monções, São Paulo - SP",42,1,1,--,"Mobiliado
Piscina
Academia
Elevador
Condomínio fechado",3600,446,São Paulo,2021-05-11 17:55, Cidade Monções
28,2514448477,https://www.vivareal.com.br/imovel/apartamento-2-quartos-higienopolis-centro-sao-paulo-62m2-aluguel-RS2111-id-2514448477/,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Dona Veridiana, 521 - Higienópolis, São Paulo - SP",62,2,1,--,"Elevador
Aceita animais
Bicicletário
Portaria 24h
Acesso para deficientes",2111,689,São Paulo,2021-05-11 17:55, Higienópolis
29,2513256381,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-100m2-aluguel-RS3600-id-2513256381/,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Pageú, 100 - Vila Mariana, São Paulo - SP",100,3,4,3,"Piscina
Elevador
Aceita animais
Jardim
Playground",3600,1406,São Paulo,2021-05-11 17:55, Vila Mariana
30,2501841394,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-32m2-aluguel-RS700-id-2501841394/,"Apartamento com Quarto para Aluguel, 32m²","Rua Humaitá, 619 - Bela Vista, São Paulo - SP",32,1,1,--,"Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h",700,450,São Paulo,2021-05-11 17:55, Bela Vista
31,2512102392,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-mooca-zona-leste-sao-paulo-com-garagem-140m2-aluguel-RS3000-id-2512102392/,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua França Carvalho, 137 - Alto da Mooca, São Paulo - SP",140,3,4,3,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",3000,2746,São Paulo,2021-05-11 17:55, Alto da Mooca
32,2509696992,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardins-zona-oeste-sao-paulo-com-garagem-115m2-aluguel-RS6500-id-2509696992/,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua José Maria Lisboa, 514 - Jardins, São Paulo - SP",115,3,3,2,"Mobiliado
Elevador
Condomínio fechado
Aceita animais
Jardim",6500,1283,São Paulo,2021-05-11 17:55, Jardins
33,2512982978,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-115m2-aluguel-RS2900-id-2512982978/,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua Pensilvânia, 240 - Brooklin, São Paulo - SP",115,3,3,1,"Academia
Elevador
Aceita animais
Jardim
Playground",2900,946,São Paulo,2021-05-11 17:55, Brooklin
34,2513926674,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-regente-feijo-zona-leste-sao-paulo-com-garagem-55m2-aluguel-RS3300-id-2513926674/,"Apartamento com Quarto para Aluguel, 55m²","Avenida Vereador Abel Ferreira, 1650 - Vila Regente Feijó, São Paulo - SP",55,1,1,2,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",3300,680,São Paulo,2021-05-11 17:55, Vila Regente Feijó
35,2512202374,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campos-eliseos-centro-sao-paulo-109m2-aluguel-RS2100-id-2512202374/,"Apartamento com 2 Quartos para Aluguel, 109m²","Alameda Glete, 1047 - Campos Eliseos, São Paulo - SP",109,2,2,--,Aceita animais,2100,490,São Paulo,2021-05-11 17:55, Campos Eliseos
36,2517744815,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-38m2-aluguel-RS1850-id-2517744815/,"Apartamento com Quarto para Aluguel, 38m²","Avenida Paulista, 1745 - Bela Vista, São Paulo - SP",38,1,1,--,"Elevador
Aceita animais
Jardim
Bicicletário
Portaria 24h",1850,395,São Paulo,2021-05-11 17:56, Bela Vista
37,2506907025,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cruzeiro-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS2950-id-2506907025/,"Apartamento com Quarto para Aluguel, 45m²","Rua Luís Correia de Melo, 92 - Vila Cruzeiro, São Paulo - SP",45,1,1,1,"Mobiliado
Piscina
Varanda
Academia
Churrasqueira",2950,450,São Paulo,2021-05-11 17:56, Vila Cruzeiro
38,2514428582,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-suzana-zona-oeste-sao-paulo-com-garagem-186m2-aluguel-RS7500-id-2514428582/,"Apartamento com 4 Quartos para Aluguel, 186m²","Rua Doutor Oscar Monteiro de Barros, 457 - Vila Suzana, São Paulo - SP",186,4,4,3,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",7500,1730,São Paulo,2021-05-11 17:56, Vila Suzana
39,2512285206,https://www.vivareal.com.br/imovel/apartamento-2-quartos-moema-zona-sul-sao-paulo-com-garagem-140m2-aluguel-RS6800-id-2512285206/,"Apartamento com 2 Quartos para Aluguel, 140m²","Avenida Divino Salvador - Moema, São Paulo - SP",140,2,3,2,"Piscina
Academia
Churrasqueira
Elevador
Espaço gourmet",6800,1500,São Paulo,2021-05-11 17:56, Moema
40,2503509411,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-54m2-aluguel-RS1800-id-2503509411/,"Apartamento com Quarto para Aluguel, 54m²","Rua Doutor Plínio Barreto, 95 - Bela Vista, São Paulo - SP",54,1,1,--,"Elevador
Portão eletrônico",1800,463,São Paulo,2021-05-11 17:56, Bela Vista
41,2518107144,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-dutra-zona-sul-sao-paulo-42m2-aluguel-RS1100-id-2518107144/,"Apartamento com 2 Quartos para Aluguel, 42m²","Avenida Lourenço Cabreira, 662 - Cidade Dutra, São Paulo - SP",42,2,1,--,Aceita animais,1100,,São Paulo,2021-05-11 17:56, Cidade Dutra
42,2518224703,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-aluguel-RS2500-id-2518224703/,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Doutor Plínio Barreto, 173 - Bela Vista, São Paulo - SP",50,2,1,1,"Piscina
Academia
Churrasqueira
Elevador
Espaço gourmet",2500,465,São Paulo,2021-05-11 17:56, Bela Vista
43,2501374605,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-157m2-aluguel-RS19000-id-2501374605/,"Apartamento com 2 Quartos para Aluguel, 157m²","Rua Diogo Jácome - Vila Nova Conceição, São Paulo - SP",157,2,3,3,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",19000,2600,São Paulo,2021-05-11 17:56, Vila Nova Conceição
44,2513806574,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pompeia-zona-oeste-sao-paulo-com-garagem-56m2-aluguel-RS2150-id-2513806574/,"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Barão do Bananal, 450 - Pompeia, São Paulo - SP",56,2,2,1,"Piscina
Academia
Elevador
Aceita animais
Playground",2150,750,São Paulo,2021-05-11 17:56, Pompeia
45,2517994275,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tucuruvi-zona-norte-sao-paulo-com-garagem-68m2-aluguel-RS1350-id-2517994275/,"Apartamento com 2 Quartos para Aluguel, 68m²","Avenida Nova Cantareira - Tucuruvi, São Paulo - SP",68,2,1,1,Portão eletrônico,1350,230,São Paulo,2021-05-11 17:56, Tucuruvi
46,2515267855,https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-80m2-aluguel-RS2850-id-2515267855/,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Cristiano Viana, 505 - Pinheiros, São Paulo - SP",80,3,2,1,"Aceita animais
Jardim
Portaria 24h",2850,862,São Paulo,2021-05-11 17:56, Pinheiros
47,2513325384,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-47m2-aluguel-RS3000-id-2513325384/,"Apartamento com Quarto para Aluguel, 47m²","Rua Castilho, 155 - Brooklin, São Paulo - SP",47,1,1,1,"Piscina
Varanda
Academia
Churrasqueira
Elevador",3000,536,São Paulo,2021-05-11 17:56, Brooklin
48,2515944423,https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-53m2-aluguel-RS4300-id-2515944423/,"Apartamento com Quarto para Aluguel, 53m²","Rua Gabriele D'Annunzio, 624 - Campo Belo, São Paulo - SP",53,1,1,1,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",4300,455,São Paulo,2021-05-11 17:56, Campo Belo
49,2503947183,https://www.vivareal.com.br/imovel/apartamento-3-quartos-morumbi-zona-sul-sao-paulo-com-garagem-125m2-aluguel-RS2500-id-2503947183/,"Apartamento com 3 Quartos para Aluguel, 125m²","Rua Camillo Nader, 175 - Morumbi, São Paulo - SP",125,3,3,2,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",2500,1900,São Paulo,2021-05-11 17:56, Morumbi
50,2516600589,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-moncoes-zona-sul-sao-paulo-com-garagem-71m2-aluguel-RS3200-id-2516600589/,"Apartamento com 2 Quartos para Aluguel, 71m²","Avenida Padre Antônio José dos Santos, 313 - Cidade Monções, São Paulo - SP",71,2,1,1,"Piscina
Academia
Elevador
Playground
Salão de festas",3200,750,São Paulo,2021-05-11 17:56, Cidade Monções
51,2465532319,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-93m2-aluguel-RS2190-id-2465532319/,"Apartamento com 2 Quartos para Aluguel, 93m²","Rua Cubatão, 838 - Vila Mariana, São Paulo - SP",93,2,1,1,"Elevador
Condomínio fechado
Portaria 24h
Portão eletrônico",2190,790,São Paulo,2021-05-11 17:56, Vila Mariana
52,2514721426,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardins-zona-oeste-sao-paulo-com-garagem-48m2-aluguel-RS4000-id-2514721426/,"Apartamento com Quarto para Aluguel, 48m²","Rua Guarará, 463 - Jardins, São Paulo - SP",48,1,1,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",4000,,São Paulo,2021-05-11 17:56, Jardins
53,2518429780,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardins-zona-oeste-sao-paulo-com-garagem-46m2-aluguel-RS3900-id-2518429780/,"Apartamento com Quarto para Aluguel, 46m²","Rua Melo Alves, 268 - Jardins, São Paulo - SP",46,1,1,1,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",3900,780,São Paulo,2021-05-11 17:56, Jardins
54,2517952794,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bela-vista-centro-sao-paulo-com-garagem-50m2-aluguel-RS3650-id-2517952794/,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Martiniano de Carvalho, 1049 - Bela Vista, São Paulo - SP",50,2,1,1,"Mobiliado
Piscina
Academia
Elevador
Condomínio fechado",3650,800,São Paulo,2021-05-11 17:56, Bela Vista
55,2509350877,https://www.vivareal.com.br/imovel/apartamento-2-quartos-chacara-santo-antonio-zona-sul-sao-paulo-80m2-aluguel-RS1700-id-2509350877/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Pedroso de Camargo, 256 - Chácara Santo Antônio, São Paulo - SP",80,2,1,--,Aceita animais,1700,200,São Paulo,2021-05-11 17:56, Chácara Santo Antônio
56,2515962080,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-120m2-aluguel-RS4500-id-2515962080/,"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Indiana, 510 - Brooklin, São Paulo - SP",120,3,3,2,nan,4500,,São Paulo,2021-05-11 17:56, Brooklin
57,2513946984,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-44m2-aluguel-RS1150-id-2513946984/,"Apartamento com Quarto para Aluguel, 44m²","Rua Maria Paula, 122 - Bela Vista, São Paulo - SP",44,1,1,--,"Ar-condicionado
Elevador
Portaria 24h",1150,263,São Paulo,2021-05-11 17:56, Bela Vista
58,2509452183,https://www.vivareal.com.br/imovel/apartamento-1-quartos-liberdade-centro-sao-paulo-56m2-aluguel-RS1400-id-2509452183/,"Apartamento com Quarto para Aluguel, 56m²","Rua Jaceguai, 87 - Liberdade, São Paulo - SP",56,1,1,--,"Elevador
Aceita animais
Jardim
Bicicletário
Portão eletrônico",1400,625,São Paulo,2021-05-11 17:56, Liberdade
59,2517925392,https://www.vivareal.com.br/imovel/apartamento-1-quartos-casa-verde-zona-norte-sao-paulo-com-garagem-49m2-aluguel-RS2200-id-2517925392/,"Apartamento com Quarto para Aluguel, 49m²","Rua Desembargador Euclides da Silveira - Casa Verde, São Paulo - SP",49,1,1,1,"Mobiliado
Piscina
Varanda gourmet
Academia
Ar-condicionado",2200,456,São Paulo,2021-05-11 17:56, Casa Verde
60,2513154796,https://www.vivareal.com.br/imovel/apartamento-1-quartos-sacoma-zona-sul-sao-paulo-com-garagem-39m2-aluguel-RS2500-id-2513154796/,"Apartamento com Quarto para Aluguel, 39m²","Rua Lino Coutinho, 1940 - Sacomã, São Paulo - SP",39,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",2500,483,São Paulo,2021-05-11 17:56, Sacomã
61,2501485102,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-56m2-aluguel-RS2250-id-2501485102/,"Apartamento com Quarto para Aluguel, 56m²","Rua Júlio Diniz, 145 - Vila Olímpia, São Paulo - SP",56,1,2,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",2250,753,São Paulo,2021-05-11 17:56, Vila Olímpia
62,2509940593,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-117m2-aluguel-RS8500-id-2509940593/,"Apartamento com 3 Quartos para Aluguel, 117m²","Rua José Antônio Coelho, 103 - Vila Mariana, São Paulo - SP",117,3,4,2,"Piscina
Academia
Churrasqueira
Ar-condicionado
Elevador",8500,1000,São Paulo,2021-05-11 17:56, Vila Mariana
63,2511738296,https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-47m2-aluguel-RS2300-id-2511738296/,"Apartamento com Quarto para Aluguel, 47m²","Rua Constantino de Sousa, 914 - Campo Belo, São Paulo - SP",47,1,1,1,"Piscina
Academia
Ar-condicionado
Elevador
Condomínio fechado",2300,837,São Paulo,2021-05-11 17:56, Campo Belo
64,2517380892,https://www.vivareal.com.br/imovel/apartamento-1-quartos-alto-da-boa-vista-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS2350-id-2517380892/,"Apartamento com Quarto para Aluguel, 45m²","Rua São José, 150 - Alto Da Boa Vista, São Paulo - SP",45,1,1,1,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",2350,550,São Paulo,2021-05-11 17:56, Alto Da Boa Vista
65,2503395047,https://www.vivareal.com.br/imovel/apartamento-4-quartos-sumarezinho-zona-oeste-sao-paulo-com-garagem-180m2-aluguel-RS8500-id-2503395047/,"Apartamento com 4 Quartos para Aluguel, 180m²","Avenida das Corujas, 584 - Sumarezinho, São Paulo - SP",180,4,5,3,"Piscina
Academia
Ar-condicionado
Elevador
Aceita animais",8500,,São Paulo,2021-05-11 17:56, Sumarezinho
66,2516531723,https://www.vivareal.com.br/imovel/apartamento-2-quartos-planalto-paulista-zona-sul-sao-paulo-com-garagem-71m2-aluguel-RS4000-id-2516531723/,"Apartamento com 2 Quartos para Aluguel, 71m²","Avenida Moaci, 534 - Planalto Paulista, São Paulo - SP",71,2,2,1,"Piscina
Academia
Churrasqueira
Elevador
Aceita animais",4000,770,São Paulo,2021-05-11 17:56, Planalto Paulista
